mod,idx,nz_frac,edge_top,edge_bottom,edge_left,edge_right,center_y,center_x,H,W
t1,825,0.271729,0.074219,0.000000,0.000000,0.000000,23.937106918238992,31.75381850853549,64,64
t2,825,0.272949,0.076172,0.000000,0.000000,0.000000,23.905187835420392,31.78980322003578,64,64
t1ce,825,0.273438,0.080078,0.000000,0.000000,0.000000,23.916071428571428,31.739285714285714,64,64
flair,825,0.270264,0.074219,0.000000,0.000000,0.000000,23.905149051490515,31.77145438121048,64,64
t1,880,0.266113,0.000000,0.000000,0.000000,0.000000,29.13853211009174,31.88532110091743,64,64
t2,880,0.270264,0.000000,0.000000,0.000000,0.000000,29.161698283649503,31.917795844625115,64,64
t1ce,880,0.268311,0.000000,0.000000,0.000000,0.000000,29.156505914467697,31.94540491355778,64,64
flair,880,0.263916,0.000000,0.000000,0.000000,0.000000,29.14986123959297,31.838112858464385,64,64
t1,935,0.023438,0.000000,0.000000,0.000000,0.000000,23.03125,31.052083333333332,64,64
t2,935,0.027832,0.000000,0.000000,0.000000,0.000000,22.912280701754387,31.07894736842105,64,64
t1ce,935,0.024902,0.000000,0.000000,0.000000,0.000000,23.068627450980394,31.15686274509804,64,64
flair,935,0.022217,0.000000,0.000000,0.000000,0.000000,23.32967032967033,31.043956043956044,64,64
t1,990,0.328125,0.105469,0.000000,0.000000,0.000000,26.453125,31.529017857142858,64,64
t2,990,0.328857,0.105469,0.000000,0.000000,0.000000,26.447661469933184,31.55976243504083,64,64
t1ce,990,0.331543,0.107422,0.000000,0.000000,0.000000,26.468335787923415,31.593519882179677,64,64
flair,990,0.316162,0.093750,0.000000,0.000000,0.000000,26.263320463320465,31.508108108108107,64,64
t1,1045,0.235840,0.000000,0.000000,0.000000,0.000000,29.801242236024844,31.771221532091097,64,64
t2,1045,0.239502,0.000000,0.000000,0.000000,0.000000,29.68909276248726,31.74413863404689,64,64
t1ce,1045,0.238281,0.000000,0.000000,0.000000,0.000000,29.764344262295083,31.706967213114755,64,64
flair,1045,0.228760,0.000000,0.000000,0.000000,0.000000,29.62113127001067,31.68196371398079,64,64
t1,1100,0.083252,0.000000,0.000000,0.000000,0.000000,20.609970674486803,31.563049853372434,64,64
t2,1100,0.085693,0.000000,0.000000,0.000000,0.000000,20.757834757834758,31.737891737891736,64,64
t1ce,1100,0.087402,0.000000,0.000000,0.000000,0.000000,20.84078212290503,31.558659217877096,64,64
flair,1100,0.075928,0.000000,0.000000,0.000000,0.000000,20.7459807073955,31.762057877813504,64,64
t1,1155,0.340820,0.017578,0.000000,0.000000,0.000000,28.785100286532952,31.99785100286533,64,64
t2,1155,0.337891,0.015625,0.000000,0.000000,0.000000,28.72326589595376,31.934248554913296,64,64
t1ce,1155,0.344238,0.017578,0.000000,0.000000,0.000000,28.82482269503546,32.03262411347518,64,64
flair,1155,0.323486,0.003906,0.000000,0.000000,0.000000,28.88679245283019,31.990188679245282,64,64
t1,1210,0.102539,0.000000,0.000000,0.000000,0.000000,27.597619047619048,31.728571428571428,64,64
t2,1210,0.105713,0.000000,0.000000,0.000000,0.000000,27.51270207852194,31.785219399538107,64,64
t1ce,1210,0.103760,0.000000,0.000000,0.000000,0.000000,27.541176470588237,31.832941176470587,64,64
flair,1210,0.089844,0.000000,0.000000,0.000000,0.000000,27.470108695652176,31.902173913043477,64,64
t1,1265,0.194336,0.000000,0.000000,0.000000,0.000000,23.98994974874372,31.96356783919598,64,64
t2,1265,0.184814,0.000000,0.000000,0.000000,0.000000,23.69220607661823,32.17173051519155,64,64
t1ce,1265,0.196289,0.000000,0.000000,0.000000,0.000000,24.049751243781095,32.11069651741293,64,64
flair,1265,0.186279,0.000000,0.000000,0.000000,0.000000,23.863695937090434,32.03014416775885,64,64
t1,1320,0.356689,0.023438,0.000000,0.000000,0.000000,29.199863107460644,31.62422997946612,64,64
t2,1320,0.352539,0.023438,0.000000,0.000000,0.000000,29.292936288088644,31.66343490304709,64,64
t1ce,1320,0.357666,0.023438,0.000000,0.000000,0.000000,29.183617747440273,31.67372013651877,64,64
flair,1320,0.344238,0.023438,0.000000,0.000000,0.000000,29.01560283687943,31.75390070921986,64,64
t1,1375,0.046875,0.000000,0.000000,0.000000,0.000000,27.838541666666668,31.744791666666668,64,64
t2,1375,0.045166,0.000000,0.000000,0.000000,0.000000,28.113513513513514,32.027027027027025,64,64
t1ce,1375,0.044678,0.000000,0.000000,0.000000,0.000000,27.92896174863388,31.666666666666668,64,64
flair,1375,0.043213,0.000000,0.000000,0.000000,0.000000,28.005649717514125,31.903954802259886,64,64
t1,1430,0.247314,0.013672,0.000000,0.000000,0.000000,26.162882527147087,31.316880552813426,64,64
t2,1430,0.238525,0.005859,0.000000,0.000000,0.000000,26.266120777891505,31.398157625383828,64,64
t1ce,1430,0.248779,0.011719,0.000000,0.000000,0.000000,26.133464180569185,31.41413150147203,64,64
flair,1430,0.239014,0.003906,0.000000,0.000000,0.000000,26.24106230847804,31.30643513789581,64,64
t1,1485,0.379150,0.009766,0.031250,0.000000,0.000000,31.259497746297487,31.34707018673535,64,64
t2,1485,0.375244,0.001953,0.031250,0.000000,0.000000,31.455432661027977,31.411190631099544,64,64
t1ce,1485,0.380615,0.009766,0.031250,0.000000,0.000000,31.25978191148172,31.395125080179604,64,64
flair,1485,0.375732,0.005859,0.031250,0.000000,0.000000,31.349577647823264,31.502923976608187,64,64
t1,1540,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
t2,1540,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
t1ce,1540,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
flair,1540,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
t1,1595,0.264648,0.076172,0.000000,0.000000,0.000000,24.262915129151292,31.638376383763838,64,64
t2,1595,0.267822,0.080078,0.000000,0.000000,0.000000,24.290793072014583,31.701002734731084,64,64
t1ce,1595,0.267822,0.076172,0.000000,0.000000,0.000000,24.359161349134002,31.675478577939835,64,64
flair,1595,0.256592,0.070312,0.000000,0.000000,0.000000,24.288296860133208,31.667935299714557,64,64
t1,1650,0.298096,0.000000,0.000000,0.000000,0.000000,30.225225225225227,31.674856674856674,64,64
t2,1650,0.300537,0.000000,0.000000,0.000000,0.000000,30.256701868399674,31.61088545897644,64,64
t1ce,1650,0.299072,0.000000,0.000000,0.000000,0.000000,30.24,31.695510204081632,64,64
flair,1650,0.286865,0.000000,0.000000,0.000000,0.000000,29.869787234042555,31.705531914893616,64,64
t1,1705,0.060791,0.000000,0.000000,0.000000,0.000000,22.522088353413654,31.714859437751002,64,64
t2,1705,0.075928,0.000000,0.000000,0.000000,0.000000,22.475884244372992,31.858520900321544,64,64
t1ce,1705,0.067871,0.000000,0.000000,0.000000,0.000000,22.449640287769785,31.600719424460433,64,64
flair,1705,0.055420,0.000000,0.000000,0.000000,0.000000,22.56387665198238,31.704845814977972,64,64
t1,1760,0.363037,0.142578,0.000000,0.000000,0.000000,25.91324815063887,31.471418964357767,64,64
t2,1760,0.365479,0.148438,0.000000,0.000000,0.000000,25.9812959251837,31.51436205744823,64,64
t1ce,1760,0.365479,0.148438,0.000000,0.000000,0.000000,25.975951903807616,31.53373413493654,64,64
flair,1760,0.337891,0.103516,0.000000,0.000000,0.000000,25.940028901734102,31.51300578034682,64,64
t1,1815,0.247803,0.000000,0.000000,0.000000,0.000000,28.90935960591133,31.701477832512314,64,64
t2,1815,0.257568,0.000000,0.000000,0.000000,0.000000,28.89952606635071,31.68436018957346,64,64
t1ce,1815,0.248291,0.000000,0.000000,0.000000,0.000000,28.82497541789577,31.559488692232055,64,64
flair,1815,0.228271,0.000000,0.000000,0.000000,0.000000,28.853475935828875,31.77005347593583,64,64
t1,1870,0.046875,0.000000,0.000000,0.000000,0.000000,22.46875,31.244791666666668,64,64
t2,1870,0.044678,0.000000,0.000000,0.000000,0.000000,22.62295081967213,31.14207650273224,64,64
t1ce,1870,0.047607,0.000000,0.000000,0.000000,0.000000,22.56923076923077,31.076923076923077,64,64
flair,1870,0.042236,0.000000,0.000000,0.000000,0.000000,22.69364161849711,31.161849710982658,64,64
t1,1925,0.299805,0.031250,0.000000,0.000000,0.000000,26.973941368078176,31.45114006514658,64,64
t2,1925,0.298340,0.029297,0.000000,0.000000,0.000000,27.0531914893617,31.4189852700491,64,64
t1ce,1925,0.304443,0.035156,0.000000,0.000000,0.000000,27.024057738572573,31.41700080192462,64,64
flair,1925,0.298828,0.031250,0.000000,0.000000,0.000000,26.965686274509803,31.412581699346404,64,64
t1,1980,0.236328,0.000000,0.000000,0.000000,0.000000,30.39876033057851,31.014462809917354,64,64
t2,1980,0.236328,0.000000,0.000000,0.000000,0.000000,30.494834710743802,31.06404958677686,64,64
t1ce,1980,0.238525,0.000000,0.000000,0.000000,0.000000,30.468781985670418,31.10133060388946,64,64
flair,1980,0.234131,0.000000,0.000000,0.000000,0.000000,30.418143899895725,31.05318039624609,64,64
t1,2035,0.125977,0.000000,0.000000,0.000000,0.000000,20.92248062015504,32.0,64,64
t2,2035,0.124756,0.000000,0.000000,0.000000,0.000000,21.001956947162427,31.94324853228963,64,64
t1ce,2035,0.127930,0.000000,0.000000,0.000000,0.000000,20.904580152671755,32.0057251908397,64,64
flair,2035,0.118896,0.000000,0.000000,0.000000,0.000000,20.928131416837783,31.89322381930185,64,64
t1,2090,0.362793,0.054688,0.000000,0.000000,0.000000,29.331763122476445,31.345895020188426,64,64
t2,2090,0.354980,0.048828,0.000000,0.000000,0.000000,29.383768913342504,31.237276478679505,64,64
t1ce,2090,0.365234,0.054688,0.000000,0.000000,0.000000,29.34826203208556,31.43582887700535,64,64
flair,2090,0.348145,0.042969,0.000000,0.000000,0.000000,29.29663394109397,31.305750350631136,64,64
t1,2145,0.118164,0.000000,0.000000,0.000000,0.000000,30.40702479338843,31.894628099173552,64,64
t2,2145,0.115234,0.000000,0.000000,0.000000,0.000000,30.826271186440678,31.733050847457626,64,64
t1ce,2145,0.119873,0.000000,0.000000,0.000000,0.000000,30.480651731160897,31.883910386965375,64,64
flair,2145,0.111572,0.000000,0.000000,0.000000,0.000000,30.194748358862146,31.824945295404813,64,64
t1,2200,0.224121,0.000000,0.000000,0.000000,0.000000,26.23856209150327,31.739651416122005,64,64
t2,2200,0.218750,0.000000,0.000000,0.000000,0.000000,26.371651785714285,31.553571428571427,64,64
t1ce,2200,0.225342,0.000000,0.000000,0.000000,0.000000,26.287107258938246,31.765980498374866,64,64
flair,2200,0.216309,0.000000,0.000000,0.000000,0.000000,26.29232505643341,31.654627539503387,64,64
t1,2255,0.333008,0.015625,0.009766,0.000000,0.000000,30.567448680351905,31.969208211143695,64,64
t2,2255,0.330566,0.011719,0.009766,0.000000,0.000000,30.6602658788774,31.945347119645493,64,64
t1ce,2255,0.334229,0.017578,0.009766,0.000000,0.000000,30.569028487947406,31.994886778670562,64,64
flair,2255,0.326172,0.013672,0.000000,0.000000,0.000000,30.476796407185628,31.967814371257486,64,64
t1,2310,0.003418,0.000000,0.000000,0.000000,0.000000,26.5,27.142857142857142,64,64
t2,2310,0.003906,0.000000,0.000000,0.000000,0.000000,26.625,27.5625,64,64
t1ce,2310,0.004639,0.000000,0.000000,0.000000,0.000000,26.63157894736842,27.94736842105263,64,64
flair,2310,0.002930,0.000000,0.000000,0.000000,0.000000,26.5,26.833333333333332,64,64
t1,2365,0.219238,0.015625,0.000000,0.000000,0.000000,25.505567928730514,30.534521158129177,64,64
t2,2365,0.214600,0.013672,0.000000,0.000000,0.000000,25.58816837315131,30.428896473265073,64,64
t1ce,2365,0.224121,0.015625,0.000000,0.000000,0.000000,25.565359477124183,30.65904139433551,64,64
flair,2365,0.217773,0.015625,0.000000,0.000000,0.000000,25.567264573991032,30.467488789237667,64,64
t1,2420,0.321289,0.003906,0.000000,0.000000,0.000000,31.022796352583587,31.15577507598784,64,64
t2,2420,0.318604,0.000000,0.000000,0.000000,0.000000,31.232183908045975,31.261302681992337,64,64
t1ce,2420,0.322998,0.005859,0.000000,0.000000,0.000000,30.999244142101286,31.18291761148904,64,64
flair,2420,0.315918,0.000000,0.000000,0.000000,0.000000,31.081143740340032,31.187789799072643,64,64
t1,2475,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
t2,2475,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
t1ce,2475,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
flair,2475,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
t1,2530,0.312012,0.083984,0.000000,0.000000,0.000000,25.7660406885759,31.46322378716745,64,64
t2,2530,0.305176,0.076172,0.000000,0.000000,0.000000,25.6296,31.4104,64,64
t1ce,2530,0.313477,0.085938,0.000000,0.000000,0.000000,25.8006230529595,31.4493769470405,64,64
flair,2530,0.304932,0.076172,0.000000,0.000000,0.000000,25.689351481184946,31.43394715772618,64,64
t1,2585,0.342041,0.000000,0.007812,0.000000,0.000000,31.59457530335475,31.49536045681656,64,64
t2,2585,0.336670,0.000000,0.005859,0.000000,0.000000,31.667150108774475,31.471356055112402,64,64
t1ce,2585,0.344727,0.000000,0.009766,0.000000,0.000000,31.659348441926344,31.489376770538243,64,64
flair,2585,0.336182,0.000000,0.005859,0.000000,0.000000,31.644880174291938,31.471314451706608,64,64
t1,2640,0.040283,0.000000,0.000000,0.000000,0.000000,20.793939393939393,32.61818181818182,64,64
t2,2640,0.041260,0.000000,0.000000,0.000000,0.000000,20.893491124260354,32.46153846153846,64,64
t1ce,2640,0.042969,0.000000,0.000000,0.000000,0.000000,20.761363636363637,32.85227272727273,64,64
flair,2640,0.038818,0.000000,0.000000,0.000000,0.000000,20.92452830188679,32.79874213836478,64,64
t1,2695,0.372314,0.082031,0.015625,0.000000,0.000000,29.384262295081967,31.451147540983605,64,64
t2,2695,0.367188,0.076172,0.019531,0.000000,0.000000,29.52726063829787,31.480718085106382,64,64
t1ce,2695,0.375732,0.085938,0.019531,0.000000,0.000000,29.460038986354775,31.472384665367123,64,64
flair,2695,0.368896,0.078125,0.017578,0.000000,0.000000,29.486432825943083,31.45996029119788,64,64
t1,2750,0.209473,0.000000,0.000000,0.000000,0.000000,30.516317016317018,31.456876456876458,64,64
t2,2750,0.201660,0.000000,0.000000,0.000000,0.000000,30.231234866828085,31.3135593220339,64,64
t1ce,2750,0.210938,0.000000,0.000000,0.000000,0.000000,30.50925925925926,31.44212962962963,64,64
flair,2750,0.206299,0.000000,0.000000,0.000000,0.000000,30.4603550295858,31.5301775147929,64,64
t1,2805,0.086914,0.000000,0.000000,0.000000,0.000000,19.34269662921348,30.3061797752809,64,64
t2,2805,0.085205,0.000000,0.000000,0.000000,0.000000,19.4756446991404,30.37249283667622,64,64
t1ce,2805,0.092041,0.000000,0.000000,0.000000,0.000000,19.509283819628646,30.29177718832891,64,64
flair,2805,0.086182,0.000000,0.000000,0.000000,0.000000,19.257790368271955,30.294617563739376,64,64
t1,2860,0.384521,0.074219,0.023438,0.000000,0.000000,30.446349206349208,30.685079365079364,64,64
t2,2860,0.384033,0.070312,0.027344,0.000000,0.000000,30.610298792116975,30.710108073744436,64,64
t1ce,2860,0.390381,0.074219,0.035156,0.000000,0.000000,30.627267041901188,30.736085053158224,64,64
flair,2860,0.383057,0.072266,0.023438,0.000000,0.000000,30.497131931166347,30.736137667304014,64,64
t1,2915,0.189697,0.000000,0.000000,0.000000,0.000000,29.45173745173745,30.694980694980696,64,64
t2,2915,0.183838,0.000000,0.000000,0.000000,0.000000,29.40239043824701,30.713147410358566,64,64
t1ce,2915,0.191650,0.000000,0.000000,0.000000,0.000000,29.5656050955414,30.703184713375798,64,64
flair,2915,0.188721,0.000000,0.000000,0.000000,0.000000,29.486416558861578,30.681759379042692,64,64
t1,2970,0.185059,0.042969,0.000000,0.000000,0.000000,21.08311345646438,32.11345646437995,64,64
t2,2970,0.190430,0.044922,0.000000,0.000000,0.000000,21.432051282051283,32.055128205128206,64,64
t1ce,2970,0.191162,0.044922,0.000000,0.000000,0.000000,21.349936143039592,32.15070242656449,64,64
flair,2970,0.174561,0.025391,0.000000,0.000000,0.000000,21.102097902097903,32.03216783216783,64,64
t1,3025,0.387207,0.070312,0.000000,0.000000,0.000000,29.483606557377048,31.77175283732661,64,64
t2,3025,0.390137,0.072266,0.000000,0.000000,0.000000,29.494993742177723,31.835419274092615,64,64
t1ce,3025,0.388672,0.076172,0.000000,0.000000,0.000000,29.402010050251256,31.823492462311556,64,64
flair,3025,0.379150,0.060547,0.000000,0.000000,0.000000,29.433998712169995,31.71410173857051,64,64
t1,3080,0.070312,0.000000,0.000000,0.000000,0.000000,28.25,31.13888888888889,64,64
t2,3080,0.075195,0.000000,0.000000,0.000000,0.000000,28.285714285714285,31.37012987012987,64,64
t1ce,3080,0.072754,0.000000,0.000000,0.000000,0.000000,28.26510067114094,31.21476510067114,64,64
flair,3080,0.065918,0.000000,0.000000,0.000000,0.000000,28.062962962962963,31.27037037037037,64,64
t1,3135,0.174316,0.000000,0.000000,0.000000,0.000000,25.57703081232493,31.432773109243698,64,64
t2,3135,0.175049,0.000000,0.000000,0.000000,0.000000,25.553695955369594,31.474198047419804,64,64
t1ce,3135,0.171875,0.000000,0.000000,0.000000,0.000000,25.578125,31.416193181818183,64,64
flair,3135,0.157471,0.000000,0.000000,0.000000,0.000000,25.029457364341084,31.466666666666665,64,64
t1,3190,0.321533,0.000000,0.000000,0.000000,0.000000,30.17691723614275,31.627182991647683,64,64
t2,3190,0.321289,0.000000,0.000000,0.000000,0.000000,30.092705167173253,31.61094224924012,64,64
t1ce,3190,0.321045,0.000000,0.000000,0.000000,0.000000,30.18555133079848,31.643346007604563,64,64
flair,3190,0.306885,0.000000,0.000000,0.000000,0.000000,30.034208432776452,31.65950676213206,64,64
t1,3245,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
t2,3245,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
t1ce,3245,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
flair,3245,0.000000,0.000000,0.000000,0.000000,0.000000,None,None,64,64
t1,3300,0.206787,0.019531,0.000000,0.000000,0.000000,23.78630460448642,31.782762691853602,64,64
t2,3300,0.205322,0.015625,0.000000,0.000000,0.000000,23.991676575505352,31.885850178359096,64,64
t1ce,3300,0.209473,0.017578,0.000000,0.000000,0.000000,23.861305361305362,31.727272727272727,64,64
flair,3300,0.194336,0.001953,0.000000,0.000000,0.000000,24.048994974874372,31.76005025125628,64,64
t1,3355,0.312988,0.000000,0.000000,0.000000,0.000000,30.302652106084242,31.157566302652107,64,64
t2,3355,0.315430,0.000000,0.000000,0.000000,0.000000,30.57894736842105,31.189628482972136,64,64
t1ce,3355,0.315430,0.000000,0.000000,0.000000,0.000000,30.390092879256965,31.0890092879257,64,64
flair,3355,0.298828,0.000000,0.000000,0.000000,0.000000,30.389705882352942,31.18300653594771,64,64
t1,3410,0.018311,0.000000,0.000000,0.000000,0.000000,21.026666666666667,33.053333333333335,64,64
t2,3410,0.017334,0.000000,0.000000,0.000000,0.000000,20.91549295774648,33.08450704225352,64,64
t1ce,3410,0.020020,0.000000,0.000000,0.000000,0.000000,21.304878048780488,32.853658536585364,64,64
flair,3410,0.015625,0.000000,0.000000,0.000000,0.000000,20.859375,32.953125,64,64
t1,3465,0.281494,0.037109,0.000000,0.000000,0.000000,25.522116218560278,31.86383347788378,64,64
t2,3465,0.281006,0.041016,0.000000,0.000000,0.000000,25.47263249348393,31.95655951346655,64,64
t1ce,3465,0.282715,0.037109,0.000000,0.000000,0.000000,25.54231433506045,31.884283246977546,64,64
flair,3465,0.275391,0.033203,0.000000,0.000000,0.000000,25.38386524822695,32.023049645390074,64,64
t1,3520,0.235596,0.000000,0.000000,0.000000,0.000000,27.594818652849742,31.86839378238342,64,64
t2,3520,0.237061,0.000000,0.000000,0.000000,0.000000,27.505664263645727,31.848609680741504,64,64
t1ce,3520,0.238525,0.000000,0.000000,0.000000,0.000000,27.587512794268168,31.89048106448311,64,64
flair,3520,0.229736,0.000000,0.000000,0.000000,0.000000,27.4952178533475,31.947927736450584,64,64
t1,3575,0.088623,0.000000,0.000000,0.000000,0.000000,20.068870523415978,31.264462809917354,64,64
t2,3575,0.089600,0.000000,0.000000,0.000000,0.000000,20.021798365122617,31.155313351498638,64,64
t1ce,3575,0.091797,0.000000,0.000000,0.000000,0.000000,20.0718085106383,31.231382978723403,64,64
flair,3575,0.085449,0.000000,0.000000,0.000000,0.000000,20.0,31.002857142857142,64,64
t1,3630,0.335693,0.060547,0.000000,0.000000,0.000000,26.95490909090909,31.310545454545455,64,64
t2,3630,0.336914,0.054688,0.000000,0.000000,0.000000,26.98695652173913,31.392753623188405,64,64
t1ce,3630,0.340820,0.064453,0.000000,0.000000,0.000000,26.924785100286535,31.373925501432666,64,64
flair,3630,0.324707,0.041016,0.000000,0.000000,0.000000,26.83157894736842,31.337593984962407,64,64
t1,3685,0.171387,0.000000,0.000000,0.000000,0.000000,27.767806267806268,31.91025641025641,64,64
t2,3685,0.175537,0.000000,0.000000,0.000000,0.000000,27.915159944367176,31.81363004172462,64,64
t1ce,3685,0.179443,0.000000,0.000000,0.000000,0.000000,27.794557823129253,31.92108843537415,64,64
flair,3685,0.169189,0.000000,0.000000,0.000000,0.000000,27.738816738816737,31.865800865800868,64,64
t1,3740,0.122314,0.000000,0.000000,0.000000,0.000000,21.70059880239521,31.221556886227546,64,64
t2,3740,0.122559,0.000000,0.000000,0.000000,0.000000,21.772908366533866,31.352589641434264,64,64
t1ce,3740,0.124268,0.000000,0.000000,0.000000,0.000000,21.68172888015717,31.222003929273086,64,64
flair,3740,0.113281,0.000000,0.000000,0.000000,0.000000,21.435344827586206,31.48491379310345,64,64
t1,3795,0.357666,0.031250,0.000000,0.000000,0.000000,29.258703071672354,31.51877133105802,64,64
