mod,idx,nz_frac,edge_top,edge_bottom,edge_left,edge_right,center_y,center_x,H,W
flair,2142,0.309326,0.011719,0.000000,0.000000,0.000000,28.879242304656668,30.55327545382794,64,64
t1,2184,0.279541,0.000000,0.000000,0.000000,0.000000,30.56593886462882,30.719650655021834,64,64
t2,2184,0.279297,0.000000,0.000000,0.000000,0.000000,30.583041958041957,30.721153846153847,64,64
t1ce,2184,0.279541,0.000000,0.000000,0.000000,0.000000,30.56593886462882,30.719650655021834,64,64
flair,2184,0.279297,0.000000,0.000000,0.000000,0.000000,30.583041958041957,30.721153846153847,64,64
t1,2226,0.020508,0.000000,0.000000,0.000000,0.000000,27.571428571428573,30.738095238095237,64,64
t2,2226,0.019775,0.000000,0.000000,0.000000,0.000000,27.530864197530864,30.71604938271605,64,64
t1ce,2226,0.020508,0.000000,0.000000,0.000000,0.000000,27.571428571428573,30.738095238095237,64,64
flair,2226,0.020508,0.000000,0.000000,0.000000,0.000000,27.571428571428573,30.738095238095237,64,64
t1,2268,0.308105,0.066406,0.000000,0.000000,0.000000,26.274960380348652,31.613312202852615,64,64
t2,2268,0.307861,0.064453,0.000000,0.000000,0.000000,26.291038858049166,31.613005551149882,64,64
t1ce,2268,0.308105,0.066406,0.000000,0.000000,0.000000,26.274960380348652,31.613312202852615,64,64
flair,2268,0.308105,0.066406,0.000000,0.000000,0.000000,26.274960380348652,31.613312202852615,64,64
t1,2310,0.272949,0.000000,0.000000,0.000000,0.000000,29.858676207513415,31.83005366726297,64,64
t2,2310,0.272949,0.000000,0.000000,0.000000,0.000000,29.858676207513415,31.83005366726297,64,64
t1ce,2310,0.272949,0.000000,0.000000,0.000000,0.000000,29.858676207513415,31.83005366726297,64,64
flair,2310,0.272461,0.000000,0.000000,0.000000,0.000000,29.8252688172043,31.82168458781362,64,64
t1,2352,0.070557,0.000000,0.000000,0.000000,0.000000,21.086505190311417,31.166089965397923,64,64
t2,2352,0.070557,0.000000,0.000000,0.000000,0.000000,21.086505190311417,31.166089965397923,64,64
t1ce,2352,0.070557,0.000000,0.000000,0.000000,0.000000,21.086505190311417,31.166089965397923,64,64
flair,2352,0.070557,0.000000,0.000000,0.000000,0.000000,21.086505190311417,31.166089965397923,64,64
t1,2394,0.264648,0.000000,0.000000,0.000000,0.000000,28.51660516605166,31.726014760147603,64,64
t2,2394,0.264648,0.000000,0.000000,0.000000,0.000000,28.51660516605166,31.726014760147603,64,64
t1ce,2394,0.264648,0.000000,0.000000,0.000000,0.000000,28.51660516605166,31.726014760147603,64,64
flair,2394,0.264648,0.000000,0.000000,0.000000,0.000000,28.51660516605166,31.726014760147603,64,64
t1,2436,0.225586,0.000000,0.000000,0.000000,0.000000,29.86796536796537,31.6504329004329,64,64
t2,2436,0.225586,0.000000,0.000000,0.000000,0.000000,29.86796536796537,31.6504329004329,64,64
t1ce,2436,0.225586,0.000000,0.000000,0.000000,0.000000,29.86796536796537,31.6504329004329,64,64
flair,2436,0.225586,0.000000,0.000000,0.000000,0.000000,29.86796536796537,31.6504329004329,64,64
t1,2478,0.086426,0.000000,0.000000,0.000000,0.000000,19.937853107344633,31.172316384180792,64,64
t2,2478,0.086426,0.000000,0.000000,0.000000,0.000000,19.937853107344633,31.172316384180792,64,64
t1ce,2478,0.086426,0.000000,0.000000,0.000000,0.000000,19.937853107344633,31.172316384180792,64,64
flair,2478,0.086426,0.000000,0.000000,0.000000,0.000000,19.937853107344633,31.172316384180792,64,64
t1,2520,0.313965,0.023438,0.000000,0.000000,0.000000,28.580870917573872,31.639968895800934,64,64
t2,2520,0.313477,0.021484,0.000000,0.000000,0.000000,28.613707165109034,31.640965732087228,64,64
t1ce,2520,0.313965,0.023438,0.000000,0.000000,0.000000,28.580870917573872,31.639968895800934,64,64
flair,2520,0.313477,0.023438,0.000000,0.000000,0.000000,28.59423676012461,31.630841121495326,64,64
t1,2562,0.185791,0.000000,0.000000,0.000000,0.000000,30.94875164257556,30.504599211563733,64,64
t2,2562,0.185791,0.000000,0.000000,0.000000,0.000000,30.94875164257556,30.504599211563733,64,64
t1ce,2562,0.185303,0.000000,0.000000,0.000000,0.000000,30.945981554677207,30.507246376811594,64,64
flair,2562,0.185791,0.000000,0.000000,0.000000,0.000000,30.94875164257556,30.504599211563733,64,64
t1,2604,0.189697,0.000000,0.000000,0.000000,0.000000,24.546975546975546,31.72072072072072,64,64
t2,2604,0.189941,0.000000,0.000000,0.000000,0.000000,24.551413881748072,31.700514138817482,64,64
t1ce,2604,0.189941,0.000000,0.000000,0.000000,0.000000,24.55012853470437,31.700514138817482,64,64
flair,2604,0.189941,0.000000,0.000000,0.000000,0.000000,24.551413881748072,31.700514138817482,64,64
t1,2646,0.268799,0.000000,0.000000,0.000000,0.000000,28.06993642143506,31.849227974568574,64,64
t2,2646,0.268555,0.000000,0.000000,0.000000,0.000000,28.066363636363636,31.864545454545453,64,64
t1ce,2646,0.268799,0.000000,0.000000,0.000000,0.000000,28.06993642143506,31.849227974568574,64,64
flair,2646,0.268311,0.000000,0.000000,0.000000,0.000000,28.058234758871702,31.878070973612374,64,64
t1,2688,0.108398,0.000000,0.000000,0.000000,0.000000,27.173423423423422,31.896396396396398,64,64
t2,2688,0.108398,0.000000,0.000000,0.000000,0.000000,27.173423423423422,31.896396396396398,64,64
t1ce,2688,0.108398,0.000000,0.000000,0.000000,0.000000,27.173423423423422,31.896396396396398,64,64
flair,2688,0.108398,0.000000,0.000000,0.000000,0.000000,27.173423423423422,31.896396396396398,64,64
t1,2730,0.236328,0.007812,0.000000,0.000000,0.000000,24.069214876033058,31.361570247933884,64,64
t2,2730,0.236084,0.007812,0.000000,0.000000,0.000000,24.08583247156153,31.35987590486039,64,64
t1ce,2730,0.236328,0.007812,0.000000,0.000000,0.000000,24.069214876033058,31.361570247933884,64,64
flair,2730,0.236084,0.007812,0.000000,0.000000,0.000000,24.08583247156153,31.35987590486039,64,64
t1,2772,0.284180,0.000000,0.000000,0.000000,0.000000,28.668384879725085,31.666666666666668,64,64
t2,2772,0.284180,0.000000,0.000000,0.000000,0.000000,28.668384879725085,31.666666666666668,64,64
t1ce,2772,0.284180,0.000000,0.000000,0.000000,0.000000,28.668384879725085,31.666666666666668,64,64
flair,2772,0.283936,0.000000,0.000000,0.000000,0.000000,28.67239896818573,31.66981943250215,64,64
t1,2814,0.026855,0.000000,0.000000,0.000000,0.000000,26.881818181818183,31.69090909090909,64,64
t2,2814,0.026855,0.000000,0.000000,0.000000,0.000000,26.881818181818183,31.69090909090909,64,64
t1ce,2814,0.026855,0.000000,0.000000,0.000000,0.000000,26.881818181818183,31.69090909090909,64,64
flair,2814,0.026855,0.000000,0.000000,0.000000,0.000000,26.881818181818183,31.69090909090909,64,64
