mod,idx,nz_frac,edge_top,edge_bottom,edge_left,edge_right,center_y,center_x,H,W
t1ce,2448,0.159424,0.000000,0.000000,0.000000,0.000000,29.473200612557427,31.84532924961715,64,64
flair,2448,0.159424,0.000000,0.000000,0.000000,0.000000,29.473200612557427,31.84532924961715,64,64
t1,2496,0.195312,0.001953,0.000000,0.000000,0.000000,23.93375,31.74375,64,64
t2,2496,0.195068,0.001953,0.000000,0.000000,0.000000,23.92991239048811,31.730913642052567,64,64
t1ce,2496,0.195312,0.001953,0.000000,0.000000,0.000000,23.93375,31.74375,64,64
flair,2496,0.195312,0.001953,0.000000,0.000000,0.000000,23.93375,31.74375,64,64
t1,2544,0.281738,0.000000,0.000000,0.000000,0.000000,30.319757365684577,31.278162911611783,64,64
t2,2544,0.281738,0.000000,0.000000,0.000000,0.000000,30.319757365684577,31.278162911611783,64,64
t1ce,2544,0.281738,0.000000,0.000000,0.000000,0.000000,30.319757365684577,31.278162911611783,64,64
flair,2544,0.281738,0.000000,0.000000,0.000000,0.000000,30.319757365684577,31.278162911611783,64,64
t1,2592,0.094482,0.000000,0.000000,0.000000,0.000000,20.899224806201552,32.10852713178294,64,64
t2,2592,0.094482,0.000000,0.000000,0.000000,0.000000,20.899224806201552,32.10852713178294,64,64
t1ce,2592,0.094482,0.000000,0.000000,0.000000,0.000000,20.899224806201552,32.10852713178294,64,64
flair,2592,0.094482,0.000000,0.000000,0.000000,0.000000,20.899224806201552,32.10852713178294,64,64
t1,2640,0.270752,0.000000,0.000000,0.000000,0.000000,27.871055004508566,31.8809738503156,64,64
t2,2640,0.270264,0.000000,0.000000,0.000000,0.000000,27.899728997289973,31.85907859078591,64,64
t1ce,2640,0.270752,0.000000,0.000000,0.000000,0.000000,27.871055004508566,31.8809738503156,64,64
flair,2640,0.270264,0.000000,0.000000,0.000000,0.000000,27.884372177055106,31.890695573622402,64,64
t1,2688,0.108398,0.000000,0.000000,0.000000,0.000000,27.173423423423422,31.896396396396398,64,64
t2,2688,0.108398,0.000000,0.000000,0.000000,0.000000,27.173423423423422,31.896396396396398,64,64
t1ce,2688,0.108398,0.000000,0.000000,0.000000,0.000000,27.173423423423422,31.896396396396398,64,64
flair,2688,0.108398,0.000000,0.000000,0.000000,0.000000,27.173423423423422,31.896396396396398,64,64
t1,2736,0.269531,0.015625,0.000000,0.000000,0.000000,25.44836956521739,31.38496376811594,64,64
t2,2736,0.269531,0.015625,0.000000,0.000000,0.000000,25.44836956521739,31.38496376811594,64,64
t1ce,2736,0.269531,0.015625,0.000000,0.000000,0.000000,25.44836956521739,31.38496376811594,64,64
flair,2736,0.269531,0.015625,0.000000,0.000000,0.000000,25.44836956521739,31.38496376811594,64,64
t1,2784,0.236816,0.000000,0.000000,0.000000,0.000000,28.382474226804124,31.650515463917525,64,64
t2,2784,0.236572,0.000000,0.000000,0.000000,0.000000,28.400412796697626,31.651186790505676,64,64
t1ce,2784,0.236816,0.000000,0.000000,0.000000,0.000000,28.382474226804124,31.650515463917525,64,64
flair,2784,0.236816,0.000000,0.000000,0.000000,0.000000,28.382474226804124,31.650515463917525,64,64
t1,2832,0.221680,0.000000,0.000000,0.000000,0.000000,25.245594713656388,30.65308370044053,64,64
t2,2832,0.221191,0.000000,0.000000,0.000000,0.000000,25.251655629139073,30.64569536423841,64,64
t1ce,2832,0.221680,0.000000,0.000000,0.000000,0.000000,25.245594713656388,30.65308370044053,64,64
flair,2832,0.221680,0.000000,0.000000,0.000000,0.000000,25.245594713656388,30.65308370044053,64,64
t1,2880,0.302979,0.000000,0.000000,0.000000,0.000000,29.428686543110395,31.49637389202256,64,64
t2,2880,0.306152,0.000000,0.000000,0.000000,0.000000,29.425837320574164,31.515151515151516,64,64
t1ce,2880,0.305664,0.000000,0.000000,0.000000,0.000000,29.436102236421725,31.51038338658147,64,64
flair,2880,0.305664,0.000000,0.000000,0.000000,0.000000,29.440894568690094,31.507188498402556,64,64
t1,2928,0.037109,0.000000,0.000000,0.000000,0.000000,29.611842105263158,32.36184210526316,64,64
t2,2928,0.037109,0.000000,0.000000,0.000000,0.000000,29.611842105263158,32.36184210526316,64,64
t1ce,2928,0.037109,0.000000,0.000000,0.000000,0.000000,29.611842105263158,32.36184210526316,64,64
flair,2928,0.037109,0.000000,0.000000,0.000000,0.000000,29.611842105263158,32.36184210526316,64,64
t1,2976,0.273193,0.000000,0.000000,0.000000,0.000000,27.882037533512065,31.32975871313673,64,64
t2,2976,0.273193,0.000000,0.000000,0.000000,0.000000,27.882037533512065,31.32975871313673,64,64
t1ce,2976,0.273193,0.000000,0.000000,0.000000,0.000000,27.882037533512065,31.32975871313673,64,64
flair,2976,0.273193,0.000000,0.000000,0.000000,0.000000,27.882037533512065,31.32975871313673,64,64
t1,3024,0.219482,0.000000,0.000000,0.000000,0.000000,30.6384872080089,31.40044493882091,64,64
t2,3024,0.219238,0.000000,0.000000,0.000000,0.000000,30.657015590200444,31.399777282850778,64,64
t1ce,3024,0.219482,0.000000,0.000000,0.000000,0.000000,30.6384872080089,31.40044493882091,64,64
flair,3024,0.219482,0.000000,0.000000,0.000000,0.000000,30.6384872080089,31.40044493882091,64,64
t1,3072,0.222900,0.037109,0.000000,0.000000,0.000000,23.84775465498357,31.677984665936474,64,64
t2,3072,0.222900,0.037109,0.000000,0.000000,0.000000,23.84775465498357,31.677984665936474,64,64
t1ce,3072,0.222900,0.037109,0.000000,0.000000,0.000000,23.84775465498357,31.677984665936474,64,64
flair,3072,0.222900,0.037109,0.000000,0.000000,0.000000,23.84775465498357,31.677984665936474,64,64
t1,3120,0.292725,0.000000,0.000000,0.000000,0.000000,30.140116763969974,31.83903252710592,64,64
t2,3120,0.292725,0.000000,0.000000,0.000000,0.000000,30.140116763969974,31.83903252710592,64,64
t1ce,3120,0.292480,0.000000,0.000000,0.000000,0.000000,30.135225375626042,31.836393989983307,64,64
flair,3120,0.292725,0.000000,0.000000,0.000000,0.000000,30.140116763969974,31.83903252710592,64,64
t1,3168,0.003418,0.000000,0.000000,0.000000,0.000000,28.071428571428573,30.071428571428573,64,64
t2,3168,0.003418,0.000000,0.000000,0.000000,0.000000,28.071428571428573,30.071428571428573,64,64
t1ce,3168,0.003418,0.000000,0.000000,0.000000,0.000000,28.071428571428573,30.071428571428573,64,64
flair,3168,0.003418,0.000000,0.000000,0.000000,0.000000,28.071428571428573,30.071428571428573,64,64
t1,3216,0.286865,0.001953,0.000000,0.000000,0.000000,27.708085106382978,31.712340425531917,64,64
t2,3216,0.286621,0.001953,0.000000,0.000000,0.000000,27.701873935264054,31.6984667802385,64,64
t1ce,3216,0.286865,0.001953,0.000000,0.000000,0.000000,27.708085106382978,31.712340425531917,64,64
flair,3216,0.286865,0.001953,0.000000,0.000000,0.000000,27.708085106382978,31.712340425531917,64,64
