mod,idx,nz_frac,edge_top,edge_bottom,edge_left,edge_right,center_y,center_x,H,W
t1ce,1296,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,1296,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,1344,0.171143,0.978516,0.000000,0.144531,0.134766,5.5492154065620545,31.885877318116975,64,64
t2,1344,0.171143,0.978516,0.000000,0.144531,0.134766,5.5492154065620545,31.885877318116975,64,64
t1ce,1344,0.171143,0.978516,0.000000,0.144531,0.134766,5.5492154065620545,31.885877318116975,64,64
flair,1344,0.171143,0.978516,0.000000,0.144531,0.134766,5.5492154065620545,31.885877318116975,64,64
t1,1392,0.974854,1.000000,0.984375,1.000000,1.000000,31.139744552967695,31.475081392436763,64,64
t2,1392,0.974121,1.000000,0.978516,1.000000,1.000000,31.114786967418546,31.464912280701753,64,64
t1ce,1392,0.974365,1.000000,0.980469,1.000000,1.000000,31.12553244800802,31.468554247055877,64,64
flair,1392,0.975830,1.000000,0.994141,1.000000,1.000000,31.18338754065549,31.495621716287214,64,64
t1,1440,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,1440,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,1440,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,1440,0.999268,1.000000,0.998047,1.000000,1.000000,31.488639139995115,31.50109943806499,64,64
t1,1488,0.372559,1.000000,0.000000,0.314453,0.339844,11.686107470511141,32.152031454783746,64,64
t2,1488,0.373291,1.000000,0.000000,0.314453,0.339844,11.701765860039242,32.13603662524526,64,64
t1ce,1488,0.372314,1.000000,0.000000,0.314453,0.339844,11.680655737704917,32.18688524590164,64,64
flair,1488,0.373291,1.000000,0.000000,0.314453,0.339844,11.701765860039242,32.13603662524526,64,64
t1,1536,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,1536,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,1536,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,1536,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,1584,0.999756,1.000000,0.998047,1.000000,1.000000,31.49279609279609,31.505738705738707,64,64
t2,1584,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,1584,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,1584,0.997559,0.998047,0.988281,0.988281,1.000000,31.47797356828194,31.53891336270191,64,64
t1,1632,0.350830,1.000000,0.000000,0.205078,0.234375,11.735560194850382,31.853166318719556,64,64
t2,1632,0.350830,1.000000,0.000000,0.205078,0.234375,11.735560194850382,31.853166318719556,64,64
t1ce,1632,0.350830,1.000000,0.000000,0.205078,0.234375,11.735560194850382,31.853166318719556,64,64
flair,1632,0.350830,1.000000,0.000000,0.205078,0.234375,11.735560194850382,31.853166318719556,64,64
t1,1680,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,1680,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,1680,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,1680,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,1728,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,1728,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,1728,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,1728,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,1776,0.554199,1.000000,0.166016,0.734375,0.587891,21.355947136563877,30.174889867841408,64,64
t2,1776,0.553711,1.000000,0.166016,0.732422,0.587891,21.338183421516757,30.196649029982364,64,64
t1ce,1776,0.554199,1.000000,0.166016,0.734375,0.587891,21.355947136563877,30.174889867841408,64,64
flair,1776,0.554199,1.000000,0.166016,0.734375,0.587891,21.355947136563877,30.174889867841408,64,64
t1,1824,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,1824,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,1824,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,1824,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,1872,0.998291,1.000000,1.000000,1.000000,0.992188,31.506236243580336,31.45732452922475,64,64
t2,1872,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,1872,0.996826,1.000000,1.000000,1.000000,0.990234,31.510898848885624,31.464119519960814,64,64
flair,1872,0.999756,1.000000,1.000000,1.000000,1.000000,31.503052503052505,31.498901098901097,64,64
t1,1920,0.837646,1.000000,0.523438,1.000000,1.000000,27.59807636257651,30.73447974351501,64,64
t2,1920,0.837646,1.000000,0.523438,1.000000,1.000000,27.59807636257651,30.73447974351501,64,64
t1ce,1920,0.837646,1.000000,0.523438,1.000000,1.000000,27.59807636257651,30.73447974351501,64,64
flair,1920,0.836182,0.998047,0.523438,1.000000,1.000000,27.59065693430657,30.724379562043797,64,64
t1,1968,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,1968,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,1968,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,1968,0.993408,1.000000,1.000000,1.000000,1.000000,31.48980093389039,31.481445072499387,64,64
t1,2016,0.584229,0.763672,0.000000,0.074219,0.212891,23.282490597576263,32.788132051817804,64,64
t2,2016,0.589600,0.759766,0.000000,0.078125,0.207031,23.26335403726708,32.57184265010352,64,64
t1ce,2016,0.590820,0.763672,0.000000,0.078125,0.212891,23.25413223140496,32.6202479338843,64,64
flair,2016,0.589111,0.763672,0.000000,0.078125,0.205078,23.239121425611273,32.58392043099876,64,64
t1,2064,0.903809,1.000000,0.539062,1.000000,1.000000,28.894921663965423,31.358995137763372,64,64
t2,2064,0.903809,1.000000,0.539062,1.000000,1.000000,28.894921663965423,31.358995137763372,64,64
t1ce,2064,0.903809,1.000000,0.539062,1.000000,1.000000,28.894921663965423,31.358995137763372,64,64
flair,2064,0.903809,1.000000,0.539062,1.000000,1.000000,28.894921663965423,31.358995137763372,64,64
t1,2112,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,2112,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,2112,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,2112,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,2160,0.333008,1.000000,0.000000,0.322266,0.240234,10.727272727272727,29.73240469208211,64,64
t2,2160,0.333008,1.000000,0.000000,0.322266,0.240234,10.727272727272727,29.73240469208211,64,64
t1ce,2160,0.333008,1.000000,0.000000,0.322266,0.240234,10.727272727272727,29.73240469208211,64,64
flair,2160,0.333008,1.000000,0.000000,0.322266,0.240234,10.727272727272727,29.73240469208211,64,64
t1,2208,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,2208,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,2208,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,2208,0.998779,0.990234,1.000000,0.998047,1.000000,31.53752138841359,31.528232705939867,64,64
t1,2256,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,2256,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,2256,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,2256,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,2304,0.308105,0.886719,0.000000,0.287109,0.417969,16.856576862123614,32.55863708399366,64,64
t2,2304,0.308105,0.886719,0.000000,0.287109,0.417969,16.856576862123614,32.55863708399366,64,64
t1ce,2304,0.307861,0.886719,0.000000,0.287109,0.417969,16.859635210150675,32.57097541633624,64,64
flair,2304,0.308105,0.886719,0.000000,0.287109,0.417969,16.856576862123614,32.55863708399366,64,64
t1,2352,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,2352,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,2352,0.999756,0.998047,1.000000,0.998047,1.000000,31.50671550671551,31.50720390720391,64,64
flair,2352,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,2400,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,2400,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,2400,0.998779,1.000000,1.000000,0.994141,1.000000,31.494989000244438,31.522855047665608,64,64
flair,2400,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,2448,0.476807,0.988281,0.263672,0.701172,0.587891,22.608806963645673,29.532514080901176,64,64
t2,2448,0.476807,0.988281,0.263672,0.701172,0.587891,22.608806963645673,29.532514080901176,64,64
t1ce,2448,0.476807,0.988281,0.263672,0.701172,0.587891,22.608806963645673,29.532514080901176,64,64
flair,2448,0.476807,0.988281,0.263672,0.701172,0.587891,22.608806963645673,29.532514080901176,64,64
t1,2496,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,2496,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,2496,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,2496,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,2544,0.973145,1.000000,0.810547,0.910156,0.875000,30.746362267937783,31.35875564475665,64,64
t2,2544,0.972900,1.000000,0.810547,0.910156,0.873047,30.740276035131743,31.351568381430365,64,64
t1ce,2544,0.973145,1.000000,0.810547,0.910156,0.875000,30.746362267937783,31.35875564475665,64,64
flair,2544,0.973145,1.000000,0.810547,0.910156,0.875000,30.746362267937783,31.35875564475665,64,64
t1,2592,0.621582,1.000000,0.470703,0.742188,0.802734,25.280439905734486,32.20227808326787,64,64
t2,2592,0.621582,1.000000,0.470703,0.742188,0.802734,25.280439905734486,32.20227808326787,64,64
t1ce,2592,0.621582,1.000000,0.470703,0.742188,0.802734,25.280439905734486,32.20227808326787,64,64
flair,2592,0.621582,1.000000,0.470703,0.742188,0.802734,25.280439905734486,32.20227808326787,64,64
t1,2640,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,2640,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,2640,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,2640,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,2688,0.955322,1.000000,0.750000,0.781250,0.902344,30.283925376948634,32.04830053667263,64,64
t2,2688,0.956543,1.000000,0.755859,0.785156,0.906250,30.31852986217458,32.052833078101074,64,64
t1ce,2688,0.955811,1.000000,0.751953,0.785156,0.900391,30.29859514687101,32.031417624521076,64,64
flair,2688,0.955566,1.000000,0.753906,0.785156,0.906250,30.32064384261625,32.05671946857435,64,64
t1,2736,0.733643,1.000000,0.318359,1.000000,0.974609,25.08153078202995,30.141763727121464,64,64
t2,2736,0.733643,1.000000,0.318359,1.000000,0.974609,25.08153078202995,30.141763727121464,64,64
t1ce,2736,0.733643,1.000000,0.318359,1.000000,0.974609,25.08153078202995,30.141763727121464,64,64
flair,2736,0.733643,1.000000,0.318359,1.000000,0.974609,25.08153078202995,30.141763727121464,64,64
t1,2784,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,2784,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,2784,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,2784,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,2832,0.013184,0.005859,0.000000,0.005859,0.000000,13.61111111111111,33.2962962962963,64,64
t2,2832,0.013184,0.005859,0.000000,0.005859,0.000000,13.61111111111111,33.2962962962963,64,64
t1ce,2832,0.013184,0.005859,0.000000,0.005859,0.000000,13.61111111111111,33.2962962962963,64,64
flair,2832,0.013184,0.005859,0.000000,0.005859,0.000000,13.61111111111111,33.2962962962963,64,64
t1,2880,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,2880,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,2880,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,2880,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,2928,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,2928,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,2928,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,2928,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,2976,0.334473,1.000000,0.000000,0.234375,0.273438,11.686131386861314,31.951094890510948,64,64
t2,2976,0.334473,1.000000,0.000000,0.234375,0.273438,11.686131386861314,31.951094890510948,64,64
t1ce,2976,0.334473,1.000000,0.000000,0.234375,0.273438,11.686131386861314,31.951094890510948,64,64
flair,2976,0.334473,1.000000,0.000000,0.234375,0.273438,11.686131386861314,31.951094890510948,64,64
t1,3024,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,3024,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,3024,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,3024,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,3072,0.948730,1.000000,0.722656,0.869141,0.808594,30.08646423057128,31.102161605764284,64,64
t2,3072,0.948730,1.000000,0.722656,0.869141,0.808594,30.08646423057128,31.102161605764284,64,64
t1ce,3072,0.948730,1.000000,0.722656,0.869141,0.808594,30.08646423057128,31.102161605764284,64,64
flair,3072,0.948730,1.000000,0.722656,0.869141,0.808594,30.08646423057128,31.102161605764284,64,64
t1,3120,0.534180,1.000000,0.250000,0.818359,0.736328,23.240859232175502,30.93327239488117,64,64
t2,3120,0.534180,1.000000,0.250000,0.818359,0.736328,23.240859232175502,30.93327239488117,64,64
t1ce,3120,0.533936,1.000000,0.250000,0.816406,0.736328,23.23776863283036,30.947416552354824,64,64
flair,3120,0.534180,1.000000,0.250000,0.818359,0.736328,23.240859232175502,30.93327239488117,64,64
t1,3168,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t2,3168,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,3168,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
flair,3168,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,3216,0.441895,0.689453,0.000000,0.000000,0.000000,20.430939226519335,32.328729281767956,64,64
t2,3216,0.441895,0.689453,0.000000,0.000000,0.000000,20.430939226519335,32.328729281767956,64,64
t1ce,3216,0.441895,0.689453,0.000000,0.000000,0.000000,20.430939226519335,32.328729281767956,64,64
flair,3216,0.441895,0.689453,0.000000,0.000000,0.000000,20.430939226519335,32.328729281767956,64,64
t1,3264,0.771973,1.000000,0.367188,1.000000,1.000000,25.908918406072107,31.381720430107528,64,64
t2,3264,0.773193,1.000000,0.367188,1.000000,1.000000,25.923902747079254,31.365961477739184,64,64
t1ce,3264,0.771973,0.998047,0.367188,1.000000,1.000000,25.91113219481341,31.362745098039216,64,64
flair,3264,0.773193,1.000000,0.367188,1.000000,1.000000,25.923902747079254,31.365961477739184,64,64
t1,3312,0.872559,0.765625,1.000000,1.000000,1.000000,33.25741466144376,31.33100167879127,64,64
t2,3312,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1ce,3312,0.898193,0.861328,0.990234,1.000000,0.998047,32.72383799945637,31.357162272356618,64,64
flair,3312,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
t1,3360,0.274414,1.000000,0.000000,0.160156,0.205078,9.04982206405694,32.256227758007114,64,64
t2,3360,0.274414,1.000000,0.000000,0.160156,0.205078,9.04982206405694,32.256227758007114,64,64
t1ce,3360,0.274414,1.000000,0.000000,0.160156,0.205078,9.04982206405694,32.256227758007114,64,64
flair,3360,0.274414,1.000000,0.000000,0.160156,0.205078,9.04982206405694,32.256227758007114,64,64
t1,3408,0.939209,1.000000,0.554688,1.000000,1.000000,29.678450740837015,31.509227969846634,64,64
t2,3408,0.939209,1.000000,0.554688,1.000000,1.000000,29.678450740837015,31.509227969846634,64,64
t1ce,3408,0.938965,1.000000,0.552734,1.000000,0.998047,29.670566822672907,31.502080083203328,64,64
flair,3408,0.939209,1.000000,0.554688,1.000000,1.000000,29.678450740837015,31.509227969846634,64,64
t1,3456,1.000000,1.000000,1.000000,1.000000,1.000000,31.5,31.5,64,64
